reviewer_rating,review_date,reviewer_category,reviewer_sentiment,cleaned_text_review,review_year,review_month
1.0,2018-04-28,Couples,-1,disappointing place biggest tourist trap come across sabahwhen arrived car park already full mini vans good sign thought notsaw  young orangutan behind glass panels went forest apes suppose comeyou allowed bag drinking water mentioned pay go go way back carpark drop bagsalso supposedly check point farce demanded husband wash hand yet dozens people went without askedso got feeding platform  people already guy came bucket food waited throwing food macaque cameafter half hour waiting got fed threw whatever left wentnot single orangutan sightafterwards told entrance ticket also valid afternoon feed am pm see act came see waste time money big money making circus specially go tour operator charges arm leg big nogo labuk bay proboscis monkey far far betterhttpswwwtripadvisorcomshowuserreviewsgdrtourincentivetravelpenangislandpenanghtml,2018,4
4.0,2018-04-26,Family,1,great day arrived early flight kk came p breakfast cafe average waiting orangatans jumped office block hung around rangers werent happy took hand marching growling thought free want hang around office anyway also saw  play fighting rangers really uptight shooing everyone away feeding time saw one hit miss,2018,4
5.0,2018-04-25,Family,1,went borneo disappointed watch  year olds come play area food quite emotional knowing wild making choice view seating stand behind huge windows looking play area alongside jungletheir keepers minimal interaction helps grow learn orangutans learnt human abuse small babies taken mothers amazing sanctuary allows grow live peace learn enjoy life older ones may visit feeding station baboons many animals see jungle saw miniture large squirrels bugs etc must see,2018,4
5.0,2018-04-24,Friends,1,huge thumbs organisation centre friends arrived missed feeding session  mins however managed catch upclose moment one orangutan much fun nevertheless worthwhile experience always seen orangutan behind glass bar seeing roaming free brings joy place kept extremely well could sit hours surrounded lush tropical greenery bags backpacks allowed must bring lockers prepared store free would advise plan travel time right miss feeding times google centre youll find information needed centre getting pretty easy booked grab harbour mall centre cost rm one way travel time around  minutes max heading back town easy grab backwhile youre centre also worth mentioning drop rainforest research centre km sepilok centre remember wear proper shoes,2018,4
5.0,2018-04-23,Friends,1,great job organisation organised tripourselves kota kinabalu leaving australia flew am private guide waiting sandakan went first feeding didnt see orangutans able come back afternoon feedingso glad able watch hour quieter tours go afternoon watched orphans nursery played definitely worth paying extra private car could decide day,2018,4
5.0,2018-04-22,Couples,1,saw orangutans sun bears great experience take water gets hot feeding times twice day got great pics,2018,4
5.0,2018-04-22,Solo,1,visit worlds famous place included package sukau rainforest lodge arrived centre morning watched informative film great effort rehabilitation precious apes afterwards experienced plat form feeding  pretty crowded already  feedings day   pm morning feeding tends tour group heavy preferable watch afternoon feeding absolutely loved watch amazing intelligent charming creatures orangutan means man wild however nature animal lover truly sad sanctuaries like set help orphaned injured orangutans respect dedicated people working adorable watch abandoned babies outdoor nursery inside centre youll also find borneo sun bear conservation centrehighly recommended,2018,4
5.0,2018-04-21,Couples,1,rehabilitation ideal reason visit imagine zoo without rear property fence orangs raised andor rehabilitated free return wild creates problem viewing visitors center also serves education primer striking chance sighting wild feeding time juvenile area plenty adorable orangs main feeding platform one older female positive really meant mature animals adapting eating especially fruit season surrounding rain forest facilities minimalist visitors charity based organization educationally prepared us adventure wild  sightings sukua lodge area easily accessible sandakan sabah visited private tour public buses available town requires  hours visit little longer visit adjacent sun bear center admission rm plus  rm camera fee  usd per person viewing done elevated walkway glassed viewing area also saw monkey species visit highly recommend using primer conservation effort learning everything orang utan heading wild sabah imho viewing opportunity missed great adventures rainforest guide also helpful knowledge insight keen bring umbrella great rain tropical sunshine primarily outdoor activity,2018,4
5.0,2018-04-20,Family,1,lovely sunny day started day nursery young ones playing around morning feeding time busynoisy smaller monkeys came wait everyone goes orangutans come afternoon feeding time quieter better lucky see male orangutan also two walkwaythe video also informative interestingonly strange thing allowed water inside assume  good reasonalso cafeteria good cheap food,2018,4
5.0,2018-04-20,Family,1,advised avoid weekend visiting sepilok decided go monday crowds crazy even monday morning cant imagine busy gets weekendsthe ticket allows entry whole day come back afternoon feeding apparently less crowded fewer tour groups attend according driver didnt time come back however cant confirm personallyif go early advise visit nursery nice see young orang utangs playing feel like ones cage seeing feeding platforms much bettermany coach tours didnt give groups much time though started leave minutes orang utang showed heard groups complaining lead saying managed get couple photos drivers kept going something keep mind youre thinking joining coach tourwe hired driver day instead mr arshad excellent went pace find contact details tripadvisor connect via whatsapp,2018,4
5.0,2018-04-19,Couples,1,sepilok sanctuary well worth visit lucky see range orangutans varying ages included part week long itinerary organised local guide joe harry zahari tours locals look fab invaluable even sepilok recommended afternoon session apparently heaps tourists morning orangs actually good thing means finding ample eat jungle understand would disappointing honest though good orangutan sightings rainforest discovery centre highly recommend tourists either thanks joes tips,2018,4
5.0,2018-04-17,Friends,1,unfortunately due palm oil devastation one places youll see orangutans borneo safest place away palm oil disasters theres lot though calm shy beautiful creatures lucky enough see  orangutans away big packs luck whilst entered magical cried please support guys work theyre saving beautiful animals planet  like us humansstaff helpful place holding bags lockers big dlsr camera pay around ,2018,4
5.0,2018-04-17,Couples,1,cost rm entrance allows leave reenter day see morning afternoon feed wish morning feed organ utans thought good sign dependand fed afternoon feed saw  orang utans fences like roam wished let allowing big groups school children time theyre noisey considerate animals also find ironic cafe onsite sells snacks containing palm oil,2018,4
4.0,2018-04-15,Friends,1,well run maintained centre strong focus conservation well orangutans go early try avoid coach loads head nursery area first see younger animals wonderful sight go th feeding platform fingers xed lucky enough see one older orangutans,2018,4
5.0,2018-04-15,Friends,1,went sepilok orang utan sanctuary friend great timeunfortunately arrived morning cruise ship probably thousand people morning feeding annoying meant one got see anything well however hung around cruise ship people left wandered sanctuary got see lot orang utans chilling trees playing fun nursery area also cool got see lots young orang utans feeding time advice plan spend hours although whole thing probably  minutes  going get experience take time chill pathways talk guides give orang utans time make way around sanctuary  hopefully viewing time pro tip  take anything sanctuary bags bottles water etc arrive go straight bag check leave stuff get ahead line people  know  going try bring stuff anyway,2018,4
1.0,2018-04-14,Couples,-1,crowded went morning feeding session disappointed two orangutans crowded didnt get long,2018,4
5.0,2018-04-14,Couples,1,went feeding sessions   former crowed due least four buses cruise ship  forget visit outdoor nursery watch halfhour videobananas papaya put platform shortly afterwards wires start bouncing young orang utans come feed dextrous endearing need protection black squirrel also appeared two cheeky macaques beware one youngster whose party piece hang one arm leg walkway relieve would loved see larger ones  deeper forestgillian hugh,2018,4
5.0,2018-04-13,Friends,1,lucky spend  days babies nursery delightful able close amazing creatures breathtaking second visit extremely large contingent cruise ship visitors however found first day people taken pictures quickly moved priviledged spend nearly  minutes  people watching mother young baby yes feel bit touristy order maximise experience dont follow crowd walking noticed young orangutan tree feet right us casually munching leaves memorable,2018,4
5.0,2018-04-13,Couples,1,one main highlights entire trip seeing amazing animals natural habitat brilliant experience stayed locally went morning afternoon feeds morning orangutans stayed away lots macaques fun watch morning feed bit cattle market bus loads lots noisy children orangutans notoriously shy stayed away reckon due noise unbelievable children screaming running around despite signs asking silence scare animals guides nothing control bit disappointing afternoon feed much better less people three orangutans turned  females baby amazing definitely go afternoon feed,2018,4
5.0,2018-04-12,Family,1,even though didnt get see orangutans feeding loved place managed glimpse mum baby trees highlight nursery watching young orangutans play feed looked happy absolute joy sitting watching,2018,4
5.0,2018-04-11,Couples,1,visited place spend whole day twice feeding first nursery babies fed interesting see like us feeding platforms adults shy animals humans make lot noise privileged see one adult feeding trees way climbs hard describe words film  informative visit sunbears next door  feeding,2018,4
4.0,2018-04-11,Couples,1,orangutan center nice experience hoped would get see baby orangutans got see  years feeding unknown many orangutans show got see  heard others saw  went back sepilok evening tour really nice highly recommended saw flying squirrels slow loris orangutans snakes birds,2018,4
5.0,2018-04-11,Friends,1,hoping would wild experience walking forest looking guys look behind glass kind deal part walked trees get moved next part quiet fast,2018,4
5.0,2018-04-10,Not Specify,1,great place visit juveniles easy see however adult orangutans guarantee even feeding time didnt see sanctuary huge would recommend going guide make experience enriching however signs without guides staff fantastic work species,2018,4
4.0,2018-04-10,Solo,1,viewing  different areas one attracts younger monkeys cute view behind glass another forestseemed places bit  put  nothing natural almost bit zoo set uphaving said wonderful place watch cute orangutans play jump around,2018,4
5.0,2018-04-10,Couples,1,lovely place visit see amazing work done rehabilitate orphaned orangutans staff dedicated facilities excellent well worth visit,2018,4
5.0,2018-04-09,Friends,1,indescribable experience watching magnificent orangutans rescued taught fend eventual release back wild,2018,4
4.0,2018-04-09,Solo,1,sanctuary quite busy lots people nursery productive crowded feeding brought macque interesting watch even though crowded originally came see,2018,4
4.0,2018-04-09,Couples,1,deffo go morning busy worth want see themfirst feeding babies play area watch glass felt bit like zoo cute lovelyafter feed bigger orangs say wild nice see troup monkeys came later chased thoughdont forget go sun bears aswell fantastic,2018,4
1.0,2018-04-08,Solo,-1,want see one orangutan eating fruit sitting wooden platform amongst huge crown place want see orangutan much better visit bukit lawang sumatra thought sanctuary would trails opportunities see orangutan saw two monkeys bully one orangutan platform take fruithuge waste time money given far traveled see,2018,4
5.0,2018-04-08,Couples,1, quite busy tourists quite rude said orangutans amazing work incredible went back twice go afternoon,2018,4
5.0,2018-04-08,Couples,1,lucky visited march seems quiet time terms tourists given excellent advice take time whilst rather make directly feeding areas pause along walkways way get see orangutans around wait long enough quiet come onto walkways brilliant place,2018,4
5.0,2018-04-07,Couples,1,amazing experience top bucket list beautiful primates seeing natural habitat joyful,2018,4
5.0,2018-04-06,Couples,1,wow hi light tripi bit worried realised viewed orangutans nursery play area glass still brilliantthen saw open areaswe standing viewing platform one one climbed onto wire roof heads  foot away us brilliantmust go,2018,4
5.0,2018-04-06,Couples,1,amazing day would highly recommend planning trip easy cost effective cost us around  cabs entry see orangutans sun bears booked flights malaysia airlines  day return via sky scanner early rise catch flight am kk landed am sandakan return flight back pm sandakan landing back pm kk picked uber sandakan airport cost mr asked driver could come back pick us pm case  pick signal agreed charged mr return bought tickets arrived sepilok mr want take camera rm charge iphone cameras feeding time orangutans am pm rained day visited orangutans  come morning feeding lucky afternoon feeding feedings cross road see sun bears mr feeding times also grab lunch small caf onsite,2018,4
4.0,2018-04-05,Couples,1,fabulous must see felt designed orangutan comfort mind rather great,2018,4
2.0,2018-04-03,Family,-1,came  kids saw way overpriced worth money better go zoo thing like natural surroundings forest dont expect get close orangutangs feed etc recommend bear sactuanary kids disappointed,2018,4
3.0,2018-04-03,Family,0,afternoon saw babies first went feeding area one orangutan came  people small kids able see anythingits like big zoo visiting nearby sunbears next morning saw amount buses visitors morning orangutans sanctuary  people sure limited ramp area even  monkeys clue someone see something enjoy experience youre planning go see wildlife later borneo maybe skip one,2018,4
5.0,2018-04-03,Couples,1,orangutan sanctuary main reason visit malaysia allowed two full days hopes seeing orangutans wild payment ticket covers whole day morning session disappointing although watching babies nursery taught climb fun pity glass makes difficult take photos moving around try avoid reflection helped afternoon much successful although people including tour group already left orangutans arrivedfirst one another mother baby wonderful see visual demonstration sexual habits orangutans bit planned admit however watching peoples faces rather amusingsomething made clear sanctuary cash drink bottles bags general allowed unreasonable given monkeys know grab perhaps would better advertised main entrance rather one walks sure wear comfortable walking shoesall fantastic experience wonderful see actually free wild,2018,4
2.0,2018-04-02,Couples,-1,centre incredible work assist vulnerable orphaned young orangutans problem marketing suugests infers patrons likely see orangutans twice daily feeding timesafter speaking several guides became apparent orangutan visitations quite rarein respects credit good work staff doingso visit chance sighting rareto way thinking model attract visitors needs reconsidered centre managers redevelop new model allows visitors worthwhile experiencewould suggest visit given current entrance fee,2018,4
4.0,2018-04-01,Couples,1,whilst touristy large groups people still worth visit beautiful guaranteed see dont pin hopes one feeding time went  times saw onceif kids shut feeding time adult better shut feeding time twice witnessed loud tourists feeding time looked confused didnt come,2018,4
5.0,2018-04-01,Couples,1,wonderful able get close amazing creatures witness natural habitat,2018,4
5.0,2018-04-01,Friends,1,second visit sanctuary changed litlle since last visited  years ago new nursery building watch youngsters playing fed outside seated air conditioned glass fronted building one way glass means orangutans see cute difficult get good photos glass old outside feeding platform viewing decks still feed slightly older orangutans twice day little earlier nursery see great thing sepilok really return orangutans wild fantastic thing  minutes drive sandakan airport,2018,4
5.0,2018-03-28,Solo,1,orangutans bornean elephants many monkeys also spotted advertised orphan feeding time  great chance seethe younger orangutans playing none adults came main feeding time visited happens found plenty food elsewhere however hang around patiently crowds gone  sure spot orangutan two,2018,3
5.0,2018-03-27,Couples,1,husband spent glorious day sanctuary recommendation view orangutans first sanctuary closes meantime visit sun bears eat lunch able reenter sanctuarywe thoroughly enjoyed watching babies feeding platform wished known could book tour evening babies put bed would definitely booked thatthere orangutans saw day best baby swinging right front us leaving id highly recommend place,2018,3
4.0,2018-03-26,Not Specify,1,pot luck see visiting nursery often   adult females feeding deck mackaks often seen everywhere common area,2018,3
4.0,2018-03-26,Friends,1,sun bear orangutan sanctuary visited next door sun bears amazing saw lots bears climbing playing around orangutans disappointing come seen especially rains stay cover went pm night walk  see much apart nursery bears bought climb feed may lucky see many  pot luck humid bring water,2018,3
5.0,2018-03-26,Family,1,excellent place see animals pushed extinction human practices destroy habitat harm directly also experience efforts government foundation save rehabilitate released back forest reservegreat job raising awareness,2018,3
5.0,2018-03-26,Couples,1,animals free come go usually turn feeding time morning feeding sessions give best oportunity see orangutans,2018,3
4.0,2018-03-25,Friends,1,went morning feeding session busy school groups tourists sunday feeding started around  day saw two young orangutans loads sneaky macaques huge difference  years prior visiting stayed  minutes heading nursery feel hot enter side doors sit aircon watching young orangutans play awhile headed back sun bear conservation center second look bears details lockers bags free bring bags inside sanctuary camera fee,2018,3
4.0,2018-03-25,Friends,1,friend went sanctuary seeing one wild orangutan way tippy top tree kinabatangan river expecting see lot unfortunately one lone guy showed feeding time least able enjoy hijinks little ones nursery note behind glass met someone else however pregnant newly released orangatun walk sun bear boardwalk alpha male show nursery never know humid along bags water bottles  allowed inside somewhat hot thirsty  still worth,2018,3
5.0,2018-03-25,Couples,1,see animals eat play swing trees encounters unnerving careful show feeding times,2018,3
5.0,2018-03-25,Couples,1,really enjoyed visits two days stay sepilok team sanctuary great job,2018,3
5.0,2018-03-25,Couples,1,really enjoyed several visits two days lucky privileged close encounters orang utans feeding time well done team sanctuary hard work protecting rehabilitating precious species,2018,3
5.0,2018-03-23,Friends,1,nothing admiration amazing work staff operating facility sad one borneo highlights,2018,3
3.0,2018-03-22,Family,0,bought ticket day went feeding times see single ape problem us took mean forage jungle good sign went outdoor nursery watch young ones older ones choose drop surrounding forest feeding playing entertainingwhat really spoiled us  minutes four basically get kicked come  oclock tell apes go sleep even though could still see playing outside got impression staff eager clock go home entire time one ever told us anything apes project watched made sure got quickly possible guess due fact employed center possibly state paid matter visitors afternoon feelingso keen contributing orang utan rehabilitation go want meet passionate people great conservation project visit sunbear conservation center right next door kids loved much offered give allowance sunbears,2018,3
5.0,2018-03-21,Family,1,sanctuary beautiful path surrounded amazing trees believed hundred years walk trail get lost nature surrounded also listen birds singing like living jungle moment chance see orang utani would described amazing experiences engrossed behavior orang utan amazing similarities human behaviori wouldt trade anything wonderful experiences,2018,3
5.0,2018-03-19,Couples,1,beautiful creatures one bucket list seeing forest made trip forget,2018,3
4.0,2018-03-19,Couples,1,established conservation centre well organised two feeding sessions per day attend outside nursery area observeunfortunately day visit orangutans turned feeding times would appear season good need go platforms foodhowever nursery area full activity saw  animals come go two visits could spent day observing anctics young ones great funeveryone visit centre support rehabilitation programme,2018,3
5.0,2018-03-18,Solo,1,huge respect staff sepilok amazing job rehabilitating orphaned injured abused orangutans sanctuary designed needs paramount setup feeding platforms plus tendency younger orangs hang peoplewatching boardwalk means possible observe beautiful creatures close quarters experience missed,2018,3
3.0,2018-03-18,Solo,0,one main reasons came malaysia maybe bad timing fruiting season means plenty fruits dont need depend food feeding station time feeding saw one coming feed outdoor nursery also big disappointment though could walk close instead inside glass building taking photos behind glass possible given glass lost transparency like shooting camera covering lens clingfilm feeding station outdoor nursery think expecting maybe seeing workings handling baby orangus asked apparently many inside  baby ones open public scale lot smaller imagined still first time seen orangu ever saw semi wild feeding station im happy maybe unrealistic expectations like david attenborough sitting next mummy gorilla baby gorilla haha,2018,3
5.0,2018-03-17,Family,1,day trip took early morning flight kota kinabalu sandakan hired taxi airport get open am first feeding am watched feeding time moved another place injured orangutans rehabilitated fun watch eat play along orangutans definitely worth trip,2018,3
5.0,2018-03-16,Couples,1,visited twice took day enjoy sun bears next door seems many people rush places sometimes unsuccessful seeing animals came see complain morning feeding saw mother baby put great show us nursery also entertaining yes look glass people confined young ones outside learning orangutan great fun long time watched one youngster want go provided entertainment minders tried coax back afternoon show feeding platform youngsters thing hour two us stayed till told us closing time  pm recommend going truly enjoy animals take day enjoy orangutans sun bears breaks resto water lunch thought worth time,2018,3
4.0,2018-03-14,Couples,1,wonderful see orangutans close rehabilitation centre went evening walk guide saw slow loris flying squirrels plenty snakes insectswe returned next morning visit orangutan nursery another walk visited sun bearsall interesting well organised wonderful see,2018,3
5.0,2018-03-14,Family,1,sanctuary conveniently located close sepilok nature resort arrived am view film orangutans followed observing adult male relatively close nurserythe sanctuary rehabilitates baby orangutans gotten lost mother  died successfully returned  wild older animals also sent sanctuary rehabilitation unable care wildit educational  hours also able watch feeding time am,2018,3
5.0,2018-03-13,Friends,1,really enjoyed visiting center staff dedicated helping young orangutans heartening know someone something protect endangered animals loved visit,2018,3
5.0,2018-03-12,Friends,1,brilliant way see amazing animals  great see amazing work towards rereleasing mistreated animals back wild orang utan personality brilliant sit watch enjoying boundless freedom,2018,3
4.0,2018-03-09,Friends,1,around  orang utans within sanctuary kindergarten visible one way glass lets see youngsters feeding platform feeding   much quieter afternoon day tourists left lunchtime pot luck many see many dont need easy food survive reserve away prying eyes tourists visited twice saw  including millie pregnant great ages,2018,3
4.0,2018-03-07,Couples,1,guys incredible work really visitthe reason didnt give  need harder idiot tourists tell arrival respect animals speak quietly turn beeps flash camera,2018,3
5.0,2018-03-07,Friends,1,visited dusk falling exceptional guide exquisite sights sounds would thoroughly recommend day tours lot busier,2018,3
5.0,2018-03-05,Couples,1,cheeky orang utans ensure put mosquito repellents leave bags cloak room provides small camera fee also payable,2018,3
4.0,2018-03-04,Not Specify,1,rare opportunity see amazing creatures great kids especially feeding time,2018,3
4.0,2018-03-03,Couples,1,visit part ecoborneo river cruise tour d national geographic lodge even though lashing rain reabilitation centre planned stop got see baby orangutans morning   monkey feeding platform raining part tour would gladly spent whole morning including attached sunbear centre,2018,3
5.0,2018-03-03,Couples,1,sad place exist people run sanctuary congratulated work flying sandakan sight mile mile oil palm shows orangutans disappearing rate without care given sanctuary would gone much faster great see youngsters playing around feeding area although saw one older orangutan forest feeding platform good know others becoming independent long may good work continue,2018,3
5.0,2018-03-02,Friends,1,fantabulous place orangutans surrounding forest stunning noises bugs flowers exciting work done amazing well worth support,2018,3
4.0,2018-03-02,Friends,1,went  years ago great go back see great work would  stars gift shop disappointing feel much potential sell products raise funds charity many souviners available,2018,3
5.0,2018-03-01,Not Specify,1,husband brought daughter last year visit place wonderful place especially kids,2018,3
5.0,2018-03-01,Friends,1,aim reintroduce animals back wild means may view saw one magnificent creature raining like rain great experience walking boardwalks jungle heat using umbrella,2018,3
4.0,2018-02-28,Friends,1,public areas could better maintained service information could interactive areas watch animals could extensive somehow feeling shortcoming anticlimax whole experience understanding jungle behind sanctuary huge wild orangutans free come go please limited sightings except feeding time even stragglers dont get hopes nursery area well laid oneway glass panels watch young ones junglegym without aware however stuffy hot air conditioning faulty efforts sanctuary great may lack support government make exceptional educational thus feeling neglect detachment,2018,2
5.0,2018-02-28,Couples,1,fantastic day trip  easy jaunt kota kinabalu malaysia airlines air asia offering cheap  minute flights sandakan see two feedings orangutans plus nursery also sun bear sanctuary across road get labuk bay short drive see probiscus monkeys silvered langurs lots amazing animals single day,2018,2
5.0,2018-02-27,Couples,1,glad went two came feeding platform including show little slack rope walk particular nursery area oh cute young orang utans must seewe later drove two half hours south see wild two half hours palm oil plantations far eye could see saw   days theres nowhere left,2018,2
5.0,2018-02-27,Couples,1,great experience see orangutangs get see walks around area get close really worth visit sad reasons former habitats destroyed palm oil industry ruined borneos rainforests want make difference say palm oil,2018,2
5.0,2018-02-27,Friends,1,arriving thought centre opportunity see orangutans raised platform something bit different within  minutes arriving number different orangutans already walked within cm us nothing separating us brilliant experience sets heart going throughout day also number different feeding times almost guaranteed see orangutans fed addition seeing close also building middle jungle contains practise play area younger monkeys viewed different platforms inside building although centre good unless devoted orangutans would maybe suggest combining trip centre trip sun bear sanctuary day located across road,2018,2
1.0,2018-02-27,Couples,-1,absolutely mass tourism spot would advertise feeding would nothing going many tourist coming shipped hundreds cars may get spot lucky crowd able silent even come happen anyway came  entry dont pay hundreds dollar trip worth better go rainforest discovery center rdc try spot orangutans,2018,2
5.0,2018-02-25,Family,1,orang endangered saw young ones outdoor playground sanctuary still interesting visit,2018,2
4.0,2018-02-20,Friends,1,walking canopys listening rainforrest nowhere else id like moment walking se babies play practice future life wild realy pleassant see also fortunate enough see wild orangutan comming snack,2018,2
5.0,2018-02-16,Friends,1,visited center twice one day see feeding time adults juveniles fabulous,2018,2
5.0,2018-02-14,Not Specify,1,wonderful day incredible work people peaceful caring environment stunning rainforest scenery people lovely fantastic see beautiful creatures natural habitat loved definately recommend anyone,2018,2
1.0,2018-02-12,Couples,-1,idea behind great dont judge create sanctionary orang utans topbut mass tourist attraction especially feeding time am pm came way kota kinabalu see orang utans worth come honest fair thing entry myrperson dont come tour go make trip take grab taxi myr sandakan,2018,2
5.0,2018-02-06,Couples,1,visited sepilok centre tour malaysia organisation fantastic job rehabilitation orangutangsit nice see roaming free natural environment visit informative lucky see close walkways rain forest well organised feeding platforms accessible visit seen monkeys feeding time next door enclosure sun bears nice see never seen worth seeing,2018,2
5.0,2018-02-06,Solo,1,fantastic work dedicated team helping wonderful apes survive clsoe ever get wildwatching playful youngsters great fun waiting finally seeing mother child swoop wellif swoop slowly top jungle canopy deeding platform massive tick box things must shuffle mortal coil mother decide feed baby  feet heads simply took breath away close cruely endangered species,2018,2
5.0,2018-02-05,Couples,1,kinda must youve come farsarahs presentation fantastic big kudos everyone work heretruly inspiring,2018,2
5.0,2018-02-04,Not Specify,1,travelled sandakan base kota kinabaluthe flight kk sandakan short less hour ad drie sandakan airport sepilok sameafter watching short film centre guide takes couple feeding stations may may see orangutanswe lucky andsaw several including one close next door sun bear conservation centrethat amazing close could almost touched except allowed bfor good reasons,2018,2
4.0,2018-02-04,Couples,1,take advantage double entry ticket time different one thing note forbidden take waterbottles sort park drinking fountains either boardwalk quite long day visited  c humid hope addressed,2018,2
5.0,2018-02-02,Friends,1,watching juvenile orangutans play lot fun night walk interesting things see like flying squirrels snakes trees nocturnal monkeys,2018,2
5.0,2018-02-02,Friends,1,loved visit made well worth flying day kota kinabalu hired taxi airport negotiated stop war memorial way driver collected us sepilok agreed time take us back sandukan airport orangutan centre fabulous saw one adult morning feeding platform went outdoor nursery saw  younger orangutans delightful watching play interact together could watched day enjoyed learning four phase rehabilitation felt well run people care,2018,2
5.0,2018-02-01,Family,1,lucky enough visit sepilok orangutan sanctuary stay sepilokit beautiful experience see sadly endangered primates make way forest twice daily feeding guaranteed see never turned morning feed am lucky pm feed theres also nursery sanctuary looks rehabilitates young wild againall great day money well spent good cause,2018,2
4.0,2018-01-31,Not Specify,1,well organised friendly staff place runs animals zoo worthwhile project needs visitors go keep going must,2018,1
5.0,2018-01-27,Not Specify,1,amazing experience see beautiful creatures natural environment get rather crowded get early wear good footwear slippery surfaces use insect repellent long lens would beneficial seeing orangutans wild get good shots arrive high ropes go information movie show afterwards also visit sun bears awesome,2018,1
5.0,2018-01-26,Couples,1,go first thing morning best chance see orangutans forest saw quite including female young one visited part eco tour great guide providing lot information didnt really know expect found interesting uniqueits quite short visit around two hours visit sun bear centercertainly make time visit,2018,1
4.0,2018-01-24,Family,1,came twice morning afternoon feeding times unfortunately  see orangutans feeding feeding station still got see young ones orphanage rehab part walk ways really accessible everyone get hot humid forest expected really enjoyed definitely must anyone traveling sandakan,2018,1
4.0,2018-01-22,Solo,1,enjoyed nursery area playful youngsters looked rehabilitated actual sanctuary vast area virgin rainforest jungle  sq km walkways take amazing rainforest nursery onto feeding area usually get see orangutans come fruit however raining might like humans dont always like going rain youre lucky see walk us lucky enough well worth visiting either arrange tour agency hotel hire taxi include borneo sun bears next door taxi include whilst waiting take back sandakan costs  myr entry reasonable  myr cafe outside small tourist shop,2018,1
4.0,2018-01-22,Family,1,visited sanctuary  year old went twice see orangutans unfortunately times come play sat nursery section got chance watch themmy small gripe occasions air con working nursery meant extremely hot room think fixing thisoverall good experience,2018,1
5.0,2018-01-21,Friends,1,great value trip nice easy walkways great rainforest nursery guarantees watching young orangutans feeding platforms completely wild guarantee orangutans macaques turn sanctuary ticket allows come morning afternoon double sighting opportunities went three times sightings,2018,1
5.0,2018-01-21,Couples,1,went morning afternoon went movie quiet without tours lock valuable lockers cant walk around bags water dont need tour guide stay close enough walk get bus way dont rush enjoy cafe afterwards got really lucky saw little ines kindergarten number feeding platform crowds leafy stayed behind got rewarded also saw orangutans walking walkways railings pygmy elephants well great experience precursor wild borneo experience followed,2018,1
3.0,2018-01-21,Friends,0,visited part cross borneo jungle trekking offers ok facilities well organised sightings orangutan including feeding timeswe prefer wildlife wild supposedly zoo conservation program animals reintroduced wild mind find worth supportingwe though miss information reintroduction takes place actually happened  worth visiting one passes worth dedicated tour unless course seeing orangutan priority borneo would recommend rather finding outfitter guide service go jungle either seriously expedition style egmaliau basin well organised deramakot forest reserveour visit part tour organised lost borneo,2018,1
5.0,2018-01-18,Couples,1,sepilok orangutan center controlled humane way interact wildlife view staff friendly informative keep eye cheeky monkeys also serve monkey markers standing wherever obscured orangutan show tourists tell orangutan arent scads running woods like people might expect wildlife center ones saw far apart morning feeding time nursery monkeys early stages rehabilation stick confined areabefore entering put belongings public locker space generic padlock words make sure pack lightly leave valuables oher youll need day ie camera phone cash get home hotel lockers ensure monkeys dont take belongings monkeys quite cheeky take whatever looks shiny importantalso entering purchase ticket entrance cameras using take pictures except smartphones went didnt charge tourists bringing smartphones might want confirm center quite nondescript wooden walkways around majority viewing areas sure wear shoes grips rained raining paths quite slick like nature parks southeast asia fewer protective measures guard rails careful drop anything could easily slip bottom ecosystem upon countless animals live visit resort depend food use common sense good shoes finethe animals really amazing sight see expressive might need good camera capture humanlike expressions cant sure theyll close saw baby daddy momma monkey morning feeding time dejected unrelated female clearly shy go near close knit family eating overall good experience surprised popular two conservatories culdesac sun bear center across road intimate glimpse endemic borneo wildlife glad wenttip afternoon feeding much fewer orangutans morning feeding choose go morning feeding monkeys smart know afternoon wait hour visitors leave enjoy dinner without spectators theory monkeys afternoon feeding anyways,2018,1
4.0,2018-01-17,Couples,1,great work done looking orphan orangutans preparing new life wild went taxi sandakan  ringgit return including waiting time able see morning feeding orangutans monkeys go rainforest discovery centre return afternoon feeding several orangutans,2018,1
5.0,2018-01-10,Family,1,right next door accommodation meant could walk come go day entrance fee good chance seeing orangutans wild feeding platforms andor  nursery  however  tend make appearance rain first visit informative guide sheyrul showed us best spots possible sightings one young orangutan rosa followed us along boardwalk great experience overall,2018,1
4.0,2018-01-10,Couples,1,great place see amazing conservation work done orangutans saw third nursery young orangutans learn socialise play away human carers whove looked stage first nursery young infant orangutans fed carried second nursery orangutans taught climb etc close supervision human carers visible public eye dont get chance see cute young orangutans however still great seeing play theyre little older also eat various fruits given two feeding sessions visitors get observe take photos orangutans platform explained guide goal centre rehabilitate orangutans back wild fed diet mostly bananas hope become bored want venture wild search varied diet hence feeding time less orangutans come happier carers means closer released wild therefore even though saw one orangutan feeding session comforting know others one step closer going home overall great place see orangutans close especially hard seeing wild however dont expect see young ones expectations sorely dashed,2018,1
5.0,2018-01-09,Not Specify,1,chance see orangutanamazing loved going would highly recommend staff greatletting know one wild orangutan,2018,1
4.0,2018-01-08,Family,1,children enjoyed close orangutangs  total day told hadnt many visits holidays lucky highlight new nursery wasnt last visited watched enclosed spectators area young ones eating playing large open space built little disappointed souvenir shop children know saving buy something special,2018,1
